@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
17.95, 20.01, 114.2, 982.0, 0.084, 0.067, 0.073, 0.056, 0.213, 0.05, 0.551, 1.214, 3.357, 54.04, 0.004, 0.008, 0.023, 0.01, 0.05, 0.002, 20.58, 27.83, 129.2, 1261.0, 0.107, 0.12, 0.225, 0.118, 0.488, 0.061, M
15.78, 22.91, 105.7, 782.6, 0.116, 0.175, 0.213, 0.095, 0.21, 0.073, 0.552, 1.072, 3.598, 58.63, 0.009, 0.04, 0.06, 0.014, 0.015, 0.006, 20.19, 30.5, 130.3, 1272.0, 0.186, 0.492, 0.736, 0.203, 0.327, 0.125, M
19.4, 18.18, 127.2, 1145.0, 0.104, 0.144, 0.163, 0.095, 0.189, 0.059, 0.471, 0.995, 2.903, 53.16, 0.006, 0.022, 0.031, 0.015, 0.016, 0.002, 23.79, 28.65, 152.4, 1628.0, 0.152, 0.375, 0.432, 0.225, 0.359, 0.078, M
20.57, 17.77, 132.9, 1326.0, 0.085, 0.079, 0.087, 0.07, 0.181, 0.057, 0.544, 0.734, 3.398, 74.08, 0.005, 0.013, 0.019, 0.013, 0.014, 0.004, 24.99, 23.41, 158.8, 1956.0, 0.124, 0.187, 0.242, 0.186, 0.275, 0.089, M
15.34, 14.26, 102.5, 704.4, 0.107, 0.214, 0.208, 0.098, 0.252, 0.07, 0.439, 0.71, 3.384, 44.91, 0.007, 0.053, 0.064, 0.023, 0.037, 0.004, 18.07, 19.08, 125.1, 980.9, 0.139, 0.595, 0.63, 0.239, 0.467, 0.099, M
17.46, 39.28, 113.4, 920.6, 0.098, 0.13, 0.142, 0.088, 0.181, 0.06, 0.537, 0.856, 3.002, 49.0, 0.005, 0.028, 0.026, 0.014, 0.012, 0.003, 22.51, 44.87, 141.2, 1408.0, 0.136, 0.374, 0.324, 0.207, 0.285, 0.085, M
13.11, 15.56, 87.21, 530.2, 0.14, 0.176, 0.207, 0.096, 0.192, 0.077, 0.391, 0.924, 2.41, 34.66, 0.007, 0.029, 0.055, 0.014, 0.015, 0.007, 16.31, 22.4, 106.4, 827.2, 0.186, 0.41, 0.638, 0.199, 0.315, 0.14, M
15.06, 19.83, 100.3, 705.6, 0.104, 0.155, 0.17, 0.088, 0.186, 0.063, 0.477, 0.964, 3.706, 47.14, 0.009, 0.037, 0.049, 0.019, 0.015, 0.004, 18.23, 24.23, 123.5, 1025.0, 0.155, 0.42, 0.52, 0.212, 0.283, 0.082, M
21.16, 23.04, 137.2, 1404.0, 0.094, 0.102, 0.11, 0.086, 0.177, 0.053, 0.692, 1.127, 4.303, 93.99, 0.005, 0.013, 0.017, 0.01, 0.011, 0.002, 29.17, 35.59, 188.0, 2615.0, 0.14, 0.26, 0.316, 0.201, 0.282, 0.075, M
19.1, 26.29, 129.1, 1132.0, 0.122, 0.179, 0.194, 0.147, 0.163, 0.072, 0.519, 2.91, 5.801, 67.1, 0.008, 0.06, 0.021, 0.018, 0.031, 0.01, 20.33, 32.72, 141.3, 1298.0, 0.139, 0.282, 0.243, 0.184, 0.231, 0.092, M
