Number of Rules: 190
Rule(1):  IF 'plas' = 4 THEN Class =  tested_positive (RS: 0.31950207468879666)
Rule(2):  IF 'plas' = 2 AND 'insu' = 0 AND 'mass' = 1 THEN Class =  tested_negative (RS: 0.20222222222222222)
Rule(3):  IF 'preg' = 0 AND 'insu' = 0 AND 'mass' = 1 THEN Class =  tested_negative (RS: 0.20222222222222222)
Rule(4):  IF 'pres' = 2 AND 'mass' = 1 THEN Class =  tested_negative (RS: 0.20222222222222222)
Rule(5):  IF 'preg' = 0 AND 'mass' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.19555555555555557)
Rule(6):  IF 'pres' = 3 AND 'skin' = 1 AND 'pedi' = 1 THEN Class =  tested_positive (RS: 0.08298755186721991)
Rule(7):  IF 'preg' = 2 AND 'pres' = 3 AND 'skin' = 1 AND 'mass' = 2 THEN Class =  tested_positive (RS: 0.07053941908713693)
Rule(8):  IF 'plas' = 1 THEN Class =  tested_negative (RS: 0.06888888888888889)
Rule(9):  IF 'insu' = 1 AND 'mass' = 2 AND 'pedi' = 1 THEN Class =  tested_positive (RS: 0.06639004149377593)
Rule(10):  IF 'pres' = 2 AND 'skin' = 1 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.06639004149377593)
Rule(11):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.05555555555555555)
Rule(12):  IF 'plas' = 3 AND 'pres' = 3 AND 'age' = 2 THEN Class =  tested_positive (RS: 0.05394190871369295)
Rule(13):  IF 'preg' = 1 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 1 AND 'mass' = 2 THEN Class =  tested_negative (RS: 0.035555555555555556)
Rule(14):  IF 'preg' = 1 AND 'plas' = 2 AND 'pres' = 3 AND 'insu' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.03333333333333333)
Rule(15):  IF 'preg' = 2 AND 'skin' = 2 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.029045643153526972)
Rule(16):  IF 'mass' = 3 AND 'age' = 2 THEN Class =  tested_positive (RS: 0.029045643153526972)
Rule(17):  IF 'pres' = 2 AND 'mass' = 2 AND 'pedi' = 2 THEN Class =  tested_positive (RS: 0.024896265560165973)
Rule(18):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.022222222222222223)
Rule(19):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.022222222222222223)
Rule(20):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.017777777777777778)
Rule(21):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.015555555555555555)
Rule(22):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.013333333333333334)
Rule(23):  IF 'preg' = 2 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.012448132780082987)
Rule(24):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_positive (RS: 0.012448132780082987)
Rule(25):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.011111111111111112)
Rule(26):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.008888888888888889)
Rule(27):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 2 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.008888888888888889)
Rule(28):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.008888888888888889)
Rule(29):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 1 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.008888888888888889)
Rule(30):  IF 'preg' = 2 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(31):  IF 'preg' = 1 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(32):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 0 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(33):  IF 'preg' = 2 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(34):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 2 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(35):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 3 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(36):  IF 'plas' = 3 AND 'skin' = 2 AND 'pedi' = 1 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.008298755186721992)
Rule(37):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.006666666666666667)
Rule(38):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 0 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 0 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.006666666666666667)
Rule(39):  IF 'preg' = 1 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_negative (RS: 0.006666666666666667)
Rule(40):  IF 'preg' = 1 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_negative (RS: 0.006666666666666667)
Rule(41):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 2 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(42):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 1 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(43):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 2 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(44):  IF 'preg' = 3 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 1 AND 'pedi' = 0 AND 'age' = 3 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(45):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 2 AND 'insu' = 0 AND 'mass' = 3 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(46):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(47):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 2 AND 'insu' = 0 AND 'mass' = 3 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(48):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(49):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(50):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(51):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 1 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(52):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(53):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 3 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(54):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(55):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 3 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(56):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(57):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 2 AND 'insu' = 0 AND 'mass' = 3 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(58):  IF 'preg' = 1 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_negative (RS: 0.0044444444444444444)
Rule(59):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 3 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_positive (RS: 0.004149377593360996)
Rule(60):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 2 AND 'skin' = 2 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 1 AND 'age' = 0 THEN Class =  tested_positive (RS: 0.004149377593360996)
Rule(61):  IF 'preg' = 3 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.004149377593360996)
Rule(62):  IF 'preg' = 0 AND 'plas' = 2 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.004149377593360996)
Rule(63):  IF 'preg' = 2 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 1 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 0 THEN Class =  tested_positive (RS: 0.004149377593360996)
Rule(64):  IF 'preg' = 0 AND 'plas' = 3 AND 'pres' = 3 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.004149377593360996)
Rule(65):  IF 'preg' = 1 AND 'plas' = 2 AND 'pres' = 2 AND 'skin' = 0 AND 'insu' = 0 AND 'mass' = 2 AND 'pedi' = 0 AND 'age' = 1 THEN Class =  tested_positive (RS: 0.004149377593360996)
